4.302679912155403485e+01,9.095943357668599560e+01
4.150331115610755717e+01,4.339365851359739423e+01
4.948732944645072251e+01,7.657571083906012177e+01
1.316953863851542117e+01,5.757454843670060995e+01
1.141849117357911503e+01,2.567513029822750781e+01
3.368215524970752739e+01,4.254251876285636769e+01
1.074915193746996067e+01,2.453135778021644242e+01
1.198231973185222898e+01,1.821581955571980060e+01
2.225317082263217117e+01,6.329423034682041305e+01
2.290407466478320941e+01,6.139508008112773041e+01
2.993990190168154797e+01,4.620697771320836011e+01
4.409817398794332632e+01,4.654437457618309537e+01
3.099275419876531146e+01,5.277408387273081303e+01
2.942192570640376914e+01,4.078702653232088693e+01
4.187141828796286092e+01,4.825243519844909912e+01
2.450440262428942617e+01,4.680259798098630597e+01
4.589085431439101370e+01,5.093058197025003864e+01
3.572804183278503842e+01,7.479509761195095052e+01
2.628147822739698825e+01,5.095826222100888714e+01
2.572192802732892503e+01,4.534430039557055636e+01
4.327078212560070369e+01,8.002112159929335178e+01
4.114722793344112972e+01,7.401867178702059391e+01
1.784190903690727836e+01,3.095814393053649383e+01
4.082143981497189600e+01,7.468470756824106616e+01
2.023740697188257442e+01,3.790057948944326682e+01
3.513764965776907445e+01,4.349049601538192178e+01
2.863198760918680819e+01,7.063444146065019424e+01
4.387193112982099308e+01,5.070445907910826833e+01
1.013736153417040597e+01,3.356795076556869617e+01
4.334373177195102045e+01,6.740128208443377389e+01
1.603510467088632296e+01,2.962403342536656936e+01
1.806310022921288549e+01,1.973774497181567966e+01
2.899297646298161979e+01,5.448958468851682824e+01
2.736237731983591104e+01,4.248416264671777753e+01
3.460783463046134045e+01,4.693048420487225769e+01
1.740923703093940134e+01,6.126250637940478327e+01
4.875158082262844772e+01,7.717354477362076182e+01
2.593583074382164000e+01,3.757135041080627502e+01
1.241196737263300598e+01,4.118700904538643925e+01
1.757959012379870600e+01,2.679337233538146279e+01
3.631720261475543055e+01,5.666190971358405193e+01
3.330387546286342371e+01,7.992059524274449700e+01
2.926531228490352277e+01,7.919158602037209960e+01
3.547834159496481732e+01,6.763075484842029539e+01
1.960333611480670157e+01,6.741011440253132037e+01
4.510852339607979644e+01,5.776218313748243816e+01
1.569544624719662806e+01,4.242828564295130889e+01
2.770842504159371700e+01,5.525883789799036094e+01
3.603142567064152502e+01,6.335215443867750906e+01
3.992384739407414429e+01,7.937269870378580094e+01
